name,source,gender,wikidata,type
"Rue Joseph Calozet",,,,way
"Rue Joseph Clesse",,,,way
"Rue Joseph Dandoy",,,,way
"Rue Joseph Debehogne",,,,way
"Rue Joseph Durieux",,,,way
"Rue Joseph Eusèbe",,,,way
"Rue Joseph Grafé",,,,way
"Rue Joseph Lemineur",,,,way
"Rue Joseph Massart",,,,way
"Rue Joseph Mathieu",,,,way
"Rue Joseph Saintraint",,,,way
"Rue Joseph Schmidt",,,,way
"Rue Joseph Servais",,,,way
"Rue Joseph Vincent",,,,way
"Rue Joseph Wanet",,,,way
"Rue Joseph Warègne",,,,way
"Rue Joseph Wauters",,,,way
"Rue Jules Bordet",,,,way
"Rue Jules Bours",,,,way
"Rue Jules Delmelle",,,,way
"Rue Jules Destrée",,,,way
"Rue Jules Hamoir",,,,way
"Rue Jules Tonneau",,,,way
"Rue Julie Billiart",,,,way
"Rue Julie Dessy",,,,way
"Rue Julien Colson",,,,way
"Rue Juppin",,,,way
"Rue Kefer",,,,way
"Rue Koller",,,,way
"Rue La Haie-le-Comte",,,,way
"Rue Là-Haut",,,,way
"Rue Laide Coupe",,,,way
"Rue Lambaitienne",,,,way
"Rue Lambert-Joseph Lambillion",,,,way
"Rue Lambin",,,,way
"Rue Léandre Legros",,,,way
"Rue Léanne",,,,way
"Rue Lelièvre",,,,way
"Rue Lemercier",,,,way
"Rue Léon Lefèvre",,,,way
"Rue Léon de Moriamé",,,,way
"Rue Léopold De Hulster",,,,way
"Rue Leuchère",,,,way
"Rue Lieutenant Binamé",,,,way
"Rue Lieutenant Colonel Maniette",,,,way
"Rue Lomacensis",,,,way
"Rue Louis Albert",,,,way
"Rue Louis Debuisson",,,,way
"Rue Louis Delimoy",,,,way
"Rue Louis Haute",,,,way
"Rue Louis Hicguet",,,,way
"Rue Louis Loiseau",,,,way
"Rue Louise Colen",,,,way
"Rue Lucien Namêche",,,,way
"Rue Madame Moutot",,,,way
"Rue Major Delcourt",,,,way
"Rue Major Mascaux",,,,way
"Rue Malevez",,,,way
"Rue Marcel Héron",,,,way
"Rue Marcel Lecomte",,,,way
"Rue Marcel Vandy",,,,way
"Rue Maria de Dorlodot",,,,way
"Rue Marie Henriette",,,,way
"Rue Martin Lejeune",,,,way
"Rue Martine Bourtonbourt",,,,way
"Rue Maty",,,,way
"Rue Maurice Brossius",,,,way
"Rue Mazy",,,,way
"Rue Moncrabeau",,,,way
"Rue Moronceau",,,,way
"Rue Mottiaux",,,,way
"Rue Muzet",,,,way
"Rue Nanon",,,,way
"Rue Nelson Mandela",,,,way
"Rue Neuve",,,,way
"Rue Notre-Dame",,,,way
"Rue Notre-Dame des Champs",,,,way
"Rue Notre-Dame du Vivier",,,,way
"Rue Oscar Genot",,,,way
"Rue Oscar de Howen",,,,way
"Rue Osval Sambon",,,,way
"Rue Patenier",,,,way
"Rue Paul Janson",,,,way
"Rue Paule Bisman",,,,way
"Rue Pepin",,,,way
"Rue Père Cambier",,,,way
"Rue Petite Forêt",,,,way
"Rue Philippart",,,,way
"Rue Philippe Lobet",,,,way
"Rue Pierre Depoortere",,,,way
"Rue Pierre Houbotte",,,,way
"Rue Pierre Thomé",,,,way
"Rue Pierre du Diable",,,,way
"Rue Piret-Pauchet",,,,way
"Rue Pol Verbist",,,,way
"Rue Pôlet",,,,way
"Rue Ponty",,,,way
"Rue Pré à la Fontaine",,,,way
"Rue Pré des Manants",,,,way
"Rue Pré du Poste",,,,way
"Rue Raymond Decelle",,,,way
"Rue Raymond Gemine",,,,way
"Rue Raymond Gustin",,,,way
"Rue Raymond Museu",,,,way
"Rue Regnié-Durette",,,,way
"Rue René Copette",,,,way
"Rue René Delory",,,,way
"Rue René Lorent",,,,way
"Rue René Van Loo",,,,way
"Rue Renée Prinz",,,,way
"Rue Rinchard",,,,way
"Rue Roger Carlier",,,,way
"Rue Roger Clément",,,,way
"Rue Rogier",,,,way
"Rue Roi Chevalier",,,,way
"Rue Ruplémont",,,,way
"Rue Sainfoin",,,,way
"Rue Saint-Antoine",,,,way
"Rue Saint-Calixte",,,,way
"Rue Saint-Donat",,,,way
"Rue Saint-Fargeau-Ponthierry",,,,way
"Rue Saint-Fiacre",,,,way
"Rue Saint-Hubert",,,,way
"Rue Saint-Jacques",,,,way
"Rue Saint-Jean",,,,way
"Rue Saint-Joseph",,,,way
"Rue Saint-Loup",,,,way
"Rue Saint-Luc",,,,way
"Rue Saint-Martin",,,,way
"Rue Saint-Nicolas",,,,way
"Rue Saint-Vincent-de-Paul",,,,way
"Rue Sainte-Anne",,,,way
"Rue Sainte-Rita",,,,way
"Rue Sainte-Wivinne",,,,way
"Rue Salzinnes les Moulins",,,,way
"Rue Sans Soucis",,,,way
"Rue Saucin",,,,way
"Rue Sergent Delisse",,,,way
"Rue Simon Martin",,,,way
"Rue Simone Veil",,,,way
"Rue Simonis",,,,way
"Rue Somal",,,,way
"Rue Sous l'Église",,,,way
"Rue Sur le Try",,,,way
"Rue Sur les Roches",,,,way
"Rue Terridoule",,,,way
"Rue Théodore Baron",,,,way
"Rue Tienne Stassin",,,,way
"Rue Tillieux",,,,way
"Rue Tine Briac",,,,way
"Rue Tir de Ronet",,,,way
"Rue Tiromboise",,,,way
"Rue Trous Minières",,,,relation
"Rue Van Opré",,,,way
"Rue Vas t'y frotte",,,,way
"Rue Verte",,,,way
"Rue Victor Bemelmans",,,,way
"Rue Victor Cornet",,,,way
"Rue Victor Genot",,,,way
"Rue Victor Gilmet",,,,way
"Rue Victor Nonet",,,,way
"Rue Vigneroule",,,,way
"Rue Villana",,,,way
"Rue Visart de Bocarmé",,,,way
"Rue Wasseige",,,,way
"Rue Yolande de Namur",,,,way
"Rue Yvonne Perin",,,,way
"Rue aux Cayaux",,,,way
"Rue aux Pirettes",,,,way
"Rue aux Plantains",,,,way
"Rue aux Quatre Vents",,,,way
"Rue aux Vallées",,,,way
"Rue d'Arquet",,,,way
"Rue d'Arville",,,,way
"Rue d'Enhaive",,,,way
"Rue d'Eparmar",,,,way
"Rue d'Harscamp",,,,way
"Rue d'Insevaux",,,,way
"Rue d'Ortey",,,,way
"Rue de Bailin",,,,way
"Rue de Balart",,,,way
"Rue de Ban",,,,way
"Rue de Barabas",,,,way
"Rue de Bauce",,,,way
"Rue de Bauw",,,,way
"Rue de Bavière",,,,way
"Rue de Bayet",,,,way
"Rue de Belair",,,,way
"Rue de Bèze en Bourgogne",,,,way
"Rue de Bomel",,,,way
"Rue de Bricgniot",,,,way
"Rue de Brimez",,,,way
"Rue de Bruxelles",,,,way
"Rue de Coppin",,,,way
"Rue de Coquelet",,,,way
"Rue de Cotibeau",,,,way
"Rue de Curnolô",,,,way
"Rue de Dave",,,,way
"Rue de Fer",,,,way
"Rue de Fernelmont",,,,way
"Rue de Ferraire",,,,way
"Rue de Floriffoux",,,,way
"Rue de Forêt",,,,way
"Rue de Francquen",,,,way
"Rue de Frizet",,,,way
"Rue de Gawday",,,,way
"Rue de Gelbressée",,,,way
"Rue de Gembloux",,,,way
"Rue de Géronsart",,,,way
"Rue de Gesves",,,,way
"Rue de Geugnet",,,,way
"Rue de Gravière",,,,way
"Rue de Gueulette",,,,way
"Rue de Herdal",,,,way
"Rue de Jambes",,,,way
"Rue de Jaumaux",,,,way
"Rue de Jausse",,,,way
"Rue de Lepante",,,,way
"Rue de Limoy",,,,way
"Rue de Longeau",,,,way
"Rue de Loyers",,,,way
"Rue de Lustin",,,,way
"Rue de Maibelle",,,,way
"Rue de Maillenne",,,,way
"Rue de Maizeret",,,,way
"Rue de Malonne",,,,way
"Rue de Manstée",,,,way
"Rue de Maquelette",,,,way
"Rue de Marchonvaux",,,,way
"Rue de Marchovelette",,,,way
"Rue de Monin",,,,way
"Rue de Mosanville",,,,way
"Rue de Namêche",,,,way
"Rue de Namur",,,,way
"Rue de Naninne",,,,way
"Rue de Nanvoie",,,,way
"Rue de Néverlée",,,,way
"Rue de Petia",,,,way
"Rue de Pitteurs",,,,way
"Rue de Pontailler",,,,way
"Rue de Quinaux",,,,way
"Rue de Rangnet",,,,way
"Rue de Rhisnes",,,,way
"Rue de Sardanson",,,,way
"Rue de Sedent",,,,way
"Rue de Stari Grad",,,,way
"Rue de Tri au Baur",,,,way
"Rue de Vedrin",,,,way
"Rue de Velaine",,,,way
"Rue de Warisoulx",,,,way
"Rue de Zualart",,,,way
"Rue de l'Abbaye",,,,way
"Rue de l'Ange",,,,way
"Rue de l'Ardenne",,,,way
"Rue de l'Armée Grouchy",,,,way
"Rue de l'Arsenal",,,,way
"Rue de l'Artisanat",,,,way
"Rue de l'Aurore",,,,way
"Rue de l'Aurzie",,,,way
"Rue de l'Avenir",,,,way
"Rue de l'Avoine",,,,way
"Rue de l'Eau Vive",,,,way
"Rue de l'Échangeur",,,,way
"Rue de l'Éco-Construction",,,,way
"Rue de l'École",,,,way
"Rue de l'Économie",,,,way
"Rue de l'Église",,,,way
"Rue de l'Église de Boninne",,,,way
"Rue de l'Emprunt",,,,way
"Rue de l'Énergie",,,,way
"Rue de l'Épargne",,,,way
"Rue de l'Épeautre",,,,way
"Rue de l'Érable",,,,way
"Rue de l'Ermitage Saint-Hilaire",,,,way
"Rue de l'Escaille",,,,way
"Rue de l'Escalier",,,,way
"Rue de l'Étoile",,,,way
"Rue de l'Europe",,,,way
"Rue de l'Évêché",,,,way
"Rue de l'Hambraine",,,,way
"Rue de l'Herbage",,,,way
"Rue de l'Horlaine",,,,way
"Rue de l'Industrie",,,,way
"Rue de l'Innovation",,,,way
"Rue de l'Inquiétude",,,,way
"Rue de l'Institut",,,,way
"Rue de l'Intérieur",,,,way
"Rue de l'Orjo",,,,way
"Rue de l'Ouvrage",,,,way
"Rue de l'Yser",,,,way
"Rue de la Basse Sambre",,,,way
"Rue de la Blende",,,,way
"Rue de la Bosna",,,,way
"Rue de la Boulangerie",,,,way
"Rue de la Bourgogne",,,,way
"Rue de la Boverie",,,,way
"Rue de la Brigade Piron",,,,way
"Rue de la Bruyère Fleurie",,,,way
"Rue de la Cassette",,,,way
"Rue de la Chapelle",,,,way
"Rue de la Chapelle Lessire",,,,way
"Rue de la Chapelle Saint-Donat",,,,way
"Rue de la Chapelle d'Enhaive",,,,way
"Rue de la Cheminée",,,,way
"Rue de la Chênaie",,,,way
"Rue de la Cité",,,,way
"Rue de la Cointe",,,,way
"Rue de la Colline",,,,way
"Rue de la Confiturerie",,,,way
"Rue de la Converterie",,,,way
"Rue de la Crête",,,,way
"Rue de la Croix",,,,way
"Rue de la Croix Rouge",,,,way
"Rue de la Cure de Saint-Marc",,,,way
"Rue de la Dierlaire",,,,way
"Rue de la Dodane",,,,way
"Rue de la Drève",,,,way
"Rue de la Drina",,,,way
"Rue de la Faisanderie",,,,way
"Rue de la Falise",,,,way
"Rue de la Ferme de Ronet",,,,way
"Rue de la Fontaine",,,,way
"Rue de la Fontaine Colin",,,,way
"Rue de la Fossette",,,,way
"Rue de la Gaillarde",,,,way
"Rue de la Galène",,,,way
"Rue de la Gare Fleurie",,,,way
"Rue de la Gare de Cognelée",,,,way
"Rue de la Gare de Naninne",,,,way
"Rue de la Garenne",,,,way
"Rue de la Grande Campagne",,,,way
"Rue de la Grande Sambresse",,,,way
"Rue de la Grotte",,,,way
"Rue de la Guilitte",,,,way
"Rue de la Haie-Lorrain",,,,way
"Rue de la Halle",,,,way
"Rue de la Haube",,,,way
"Rue de la Hesbaye",,,,way
"Rue de la Jachère",,,,way
"Rue de la Jonquière",,,,way
"Rue de la Justice",,,,way
"Rue de la Keuture",,,,way
"Rue de la Libération",,,,way
"Rue de la Longue Haie",,,,way
"Rue de la Luzerne",,,,way
"Rue de la Majolique",,,,way
"Rue de la Marjolaine",,,,way
"Rue de la Monnaie",,,,way
"Rue de la Montagne",,,,way
"Rue de la Morava",,,,way
"Rue de la Nature",,,,way
"Rue de la Pavée",,,,way
"Rue de la Pêcherie",,,,way
"Rue de la Pépinière",,,,way
"Rue de la Perche",,,,way
"Rue de la Picardie",,,,way
"Rue de la Pinède",,,,way
"Rue de la Plage",,,,way
"Rue de la Pologne",,,,way
"Rue de la Porcelaine",,,,way
"Rue de la Poteresse",,,,way
"Rue de la Poudrière",,,,way
"Rue de la Première Armée Américaine",,,,way
"Rue de la Prévoyance",,,,way
"Rue de la Pyrite",,,,way
"Rue de la Rêche-terre",,,,way
"Rue de la Reine",,,,way
"Rue de la Résistance",,,,way
"Rue de la Roche à l'Argent",,,,way
"Rue de la Rose des Vents",,,,way
"Rue de la Sapinette",,,,way
"Rue de la Sapinière",,,,way
"Rue de la Sarasse",,,,way
"Rue de la Sarriette",,,,way
"Rue de la Save",,,,way
"Rue de la Scopellerie",,,,way
"Rue de la Sitrée",,,,way
"Rue de la Soeur Jeanne",,,,way
"Rue de la Source",,,,way
"Rue de la Taillette",,,,way
"Rue de la Tisza",,,,way
"Rue de la Tour",,,,way
"Rue de la Valérianne",,,,way
"Rue de la Vannerie",,,,way
"Rue de la Varenne",,,,way
"Rue de la Véronique",,,,way
"Rue de la Vieille Croix",,,,way
"Rue de la Vieille Eglise",,,,way
"Rue de la Vigne",,,,way
"Rue de la gare de Naninne",,,,way
"Rue des Acquises",,,,way
"Rue des Alisiers",,,,way
"Rue des Anémones",,,,way
"Rue des Anges",,,,way
"Rue des Anthémis",,,,way
"Rue des Arbalétriers",,,,way
"Rue des Aubépines",,,,way
"Rue des Aulnes",,,,way
"Rue des Azalées",,,,way
"Rue des Baiwes",,,,way
"Rue des Balaives",,,,way
"Rue des Baliveaux",,,,way
"Rue des Balsamines",,,,way
"Rue des Bas Prés",,,,way
"Rue des Baseilles",,,,way
"Rue des Bégonias",,,,way
"Rue des Bigarreaux",,,,way
"Rue des Blanchisseries",,,,way
"Rue des Bluets",,,,way
"Rue des Bolettes",,,,way
"Rue des Bosquets",,,,way
"Rue des Bouchers",,,,way
"Rue des Bourgeois",,,,way
"Rue des Boutons d'Or",,,,way
"Rue des Brandons",,,,way
"Rue des Brasseurs",,,,way
"Rue des Brigades d'Irlande",,,,way
"Rue des Broux",,,,way
"Rue des Bruyères",,,,way
"Rue des Bugranes",,,,way
"Rue des Campagnes",,,,way
"Rue des Campanules",,,,way
"Rue des Camps",,,,way
"Rue des Carmes",,,,way
"Rue des Carrières",,,,way
"Rue des Casernes",,,,way
"Rue des Champs",,,,way
"Rue des Champs Verts",,,,way
"Rue des Chardonnerets",,,,way
"Rue des Charmes",,,,way
"Rue des Charmilles",,,,way
"Rue des Châtaigniers",,,,way
"Rue des Chênes",,,,way
"Rue des Chicorées",,,,way
"Rue des Cognassiers",,,,way
"Rue des Colonies",,,,way
"Rue des Combattants de Beez",,,,way
"Rue des Combattants de Saint-Marc",,,,way
"Rue des Coquelicots",,,,way
"Rue des Cormiers",,,,way
"Rue des Cortils",,,,way
"Rue des Cotelis Jambois",,,,way
"Rue des Crécerelles",,,,way
"Rue des Criquets",,,,way
"Rue des Crocus",,,,way
"Rue des Croisiers",,,,way
"Rue des Cultures",,,,way
"Rue des Cyclamens",,,,way
"Rue des Cyprès",,,,way
"Rue des Dalhias",,,,way
"Rue des Dames Blanches",,,,way
"Rue des Déportés",,,,way
"Rue des Dièleux",,,,way
"Rue des Dominicaines",,,,way
"Rue des Échasseurs",,,,way
"Rue des Écureuils",,,,way
"Rue des Églantiers",,,,way
"Rue des Églantines",,,,way
"Rue des Emaillés",,,,way
"Rue des Endives",,,,way
"Rue des Engoulevents",,,,way
"Rue des Entrepreneurs",,,,way
"Rue des Ermites",,,,way
"Rue des Étourneaux",,,,way
"Rue des Faines",,,,way
"Rue des Faucons",,,,way
"Rue des Fermiers",,,,way
"Rue des Feux-Follets",,,,way
"Rue des Filles de Meuse",,,,way
"Rue des Flawnées",,,,way
"Rue des Fonds de Dave",,,,way
"Rue des Forsythias",,,,way
"Rue des Fosses",,,,way
"Rue des Fossés Fleuris",,,,way
"Rue des Fosses à Plomb",,,,way
"Rue des Fougères",,,,way
"Rue des Fours à Chaux",,,,way
"Rue des Fraisières",,,,way
"Rue des Fraisiers",,,,way
"Rue des Framboises",,,,way
"Rue des Frênes",,,,way
"Rue des Fripiers",,,,way
"Rue des Fuchsias",,,,way
"Rue des Gaulettes",,,,way
"Rue des Géraniums",,,,way
"Rue des Gerboises",,,,way
"Rue des Giroflées",,,,way
"Rue des Glaïeuls",,,,way
"Rue des Grands Malades",,,,way
"Rue des Grands Terrains",,,,way
"Rue des Granges",,,,way
"Rue des Grimpereaux",,,,way
"Rue des Griottes",,,,way
"Rue des Grosses Pierres",,,,way
"Rue des Guérets",,,,way
"Rue des Haillettes",,,,way
"Rue des Hayettes",,,,way
"Rue des Hêtres",,,,way
"Rue des Hortensia",,,,way
"Rue des Hottes",,,,way
"Rue des Houblonnières",,,,way
"Rue des Ifs",,,,way
"Rue des Inhauts",,,,way
"Rue des Iris",,,,way
"Rue des Jacinthes",,,,way
"Rue des Jardins",,,,way
"Rue des Joncs",,,,way
"Rue des Jonquilles",,,,way
"Rue des Lamiers",,,,way
"Rue des Lauriers",,,,way
"Rue des Lévriers",,,,way
"Rue des Libérateurs",,,,way
"Rue des Limites",,,,way
"Rue des Linottes",,,,way
"Rue des Liserons",,,,way
"Rue des Magnolias",,,,way
"Rue des Maraîchers",,,,way
"Rue des Martins-Pêcheurs",,,,way
"Rue des Masuis Jambois",,,,way
"Rue des Mésanges",,,,way
"Rue des Mésanges Bleues",,,,way
"Rue des Métiers",,,,way
"Rue des Meuniers",,,,way
"Rue des Mille Fleurs",,,,way
"Rue des Millepertuis",,,,way
"Rue des Mimosas",,,,way
"Rue des Minières",,,,way
"Rue des Monastères",,,,way
"Rue des Morgelines",,,,way
"Rue des Mûriers",,,,way
"Rue des Musaraignes",,,,way
"Rue des Myosotis",,,,way
"Rue des Myrtilles",,,,way
"Rue des Nacelles",,,,way
"Rue des Narcisses",,,,way
"Rue des Nobles",,,,way
"Rue des Noisetiers",,,,way
"Rue des Nolettes",,,,way
"Rue des Noyers",,,,way
"Rue des Oeillets",,,,way
"Rue des Pacages",,,,way
"Rue des Pâquerettes",,,,way
"Rue des Passereaux",,,,way
"Rue des Pavots",,,,way
"Rue des Pensées des Champs",,,,way
"Rue des Perce-Neige",,,,way
"Rue des Perdrix",,,,way
"Rue des Pétunias",,,,way
"Rue des Peupliers",,,,way
"Rue des Phlox",,,,way
"Rue des Pieds d'Alouette",,,,way
"Rue des Pierres Blanches",,,,way
"Rue des Pigeons",,,,way
"Rue des Pins Sylvestres",,,,way
"Rue des Pinsons",,,,way
"Rue des Pirailles",,,,way
"Rue des Piverts",,,,way
"Rue des Pivoines",,,,way
"Rue des Platanes",,,,way
"Rue des Pommiers",,,,way
"Rue des Ponts",,,,way
"Rue des Pouillots",,,,way
"Rue des Prairies",,,,way
"Rue des Prêles",,,,way
"Rue des Prés",,,,way
"Rue des Prisonniers de Guerre",,,,way
"Rue des Pruniers",,,,way
"Rue des Quartiers",,,,way
"Rue des Quatre Fils Aymon",,,,way
"Rue des Quatre Maisons",,,,way
"Rue des Quatre Saisons",,,,way
"Rue des Ramiers",,,,way
"Rue des Ravins",,,,way
"Rue des Reines des Prés",,,,way
"Rue des Reines-Marguerites",,,,way
"Rue des Rèlîs Namurwès",,,,way
"Rue des Renoncules",,,,way
"Rue des Résistants",,,,way
"Rue des Rochettes",,,,way
"Rue des Roses",,,,way
"Rue des Roses Trémières",,,,way
"Rue des Rossignols",,,,way
"Rue des Rouges Gorges",,,,way
"Rue des Rys",,,,way
"Rue des Salamandres",,,,way
"Rue des Sansonnets",,,,way
"Rue des Sarazins",,,,way
"Rue des Sarcelles",,,,way
"Rue des Sarpettes",,,,way
"Rue des Sautes",,,,way
"Rue des Scabieuses",,,,way
"Rue des Sorbiers",,,,way
"Rue des Souchets",,,,way
"Rue des Swagnes",,,,way
"Rue des Tamaris",,,,way
"Rue des Tanneries",,,,way
"Rue des Tarins",,,,way
"Rue des Tautîs",,,,way
"Rue des Tombales",,,,way
"Rue des Tourterelles",,,,way
"Rue des Trappes",,,,way
"Rue des Troènes",,,,way
"Rue des Trois Piliers",,,,way
"Rue des Ursulines",,,,way
"Rue des VII Vôyes",,,,way
"Rue des Vanneaux",,,,way
"Rue des Verdiers",,,,way
"Rue des Verreries",,,,way
"Rue des Verriers",,,,way
"Rue des Viaux",,,,way
"Rue des Vieux Sarts",,,,way
"Rue des Violettes",,,,way
"Rue des Vivis",,,,way
"Rue des XIV Bonniers",,,,way
"Rue des Zinnias",,,,way
"Rue du Bailly",,,,way
"Rue du Banc de Pierre",,,,way
"Rue du Barrage",,,,way
"Rue du Bas-Daussoulx",,,,way
"Rue du Bastion",,,,way
"Rue du Bataillon des Canaris",,,,way
"Rue du Beau Site",,,,way
"Rue du Beau-Vallon",,,,way
"Rue du Beffroi",,,,way
"Rue du Belvédère",,,,way
"Rue du Blanc-Bois",,,,way
"Rue du Blé d'Or",,,,way
"Rue du Bois Cerisier",,,,way
"Rue du Bois Communal",,,,way
"Rue du Bois Noust",,,,way
"Rue du Bois des Moines",,,,way
"Rue du Bois des Moines - Rue Belle-Vue",,,,way
"Rue du Bois du Falji",,,,way
"Rue du Bord du Bois",,,,way
"Rue du Bouquet",,,,way
"Rue du Bransart",,,,way
"Rue du Broctia / GR 126",,,,way
"Rue du Brondia",,,,way
"Rue du Calvaire",,,,way
"Rue du Centenaire",,,,way
"Rue du Centre",,,,way
"Rue du Chafour",,,,way
"Rue du Charron",,,,way
"Rue du Château de Dave",,,,way
"Rue du Château de Saint-Marc",,,,way
"Rue du Château de Suarlée",,,,way
"Rue du Chaufour",,,,way
"Rue du Chêne-vert",,,,way
"Rue du Chepson",,,,way
"Rue du Chèvrefeuille",,,,way
"Rue du Cimetière",,,,way
"Rue du Clair Val",,,,way
"Rue du Cléchene",,,,way
"Rue du Clinchamp",,,,way
"Rue du Closeau",,,,way
"Rue du Coin",,,,way
"Rue du Collège",,,,way
"Rue du Corso Fleuri",,,,way
"Rue du Coudrier",,,,way
"Rue du Couvent",,,,way
"Rue du Curé",,,,way
"Rue du Curé Hiernaux",,,,way
"Rue du Danube",,,,way
"Rue du Deuxième Chasseurs",,,,way
"Rue du Déversoir",,,,way
"Rue du Fayt",,,,way
"Rue du Fenouil",,,,way
"Rue du Fond du Maréchal",,,,way
"Rue du Fort",,,,way
"Rue du Fort d'Andoy",,,,way
"Rue du Fort d'Emines",,,,way
"Rue du Fort de Cognelée",,,,way
"Rue du Fort de Dave",,,,way
"Rue du Fort de Suarlée",,,,way
"Rue du Garde",,,,way
"Rue du Gaumetia",,,,way
"Rue du Genévrier",,,,way
"Rue du Grand Cortil",,,,way
"Rue du Grand Feu",,,,way
"Rue du Grand Tableau",,,,way
"Rue du Grand Taillis",,,,way
"Rue du Grand Tige",,,,way
"Rue du Grand-Babin",,,,way
"Rue du Grognon",,,,way
"Rue du Hameau",,,,way
"Rue du Haut Plateau",,,,way
"Rue du Haut Pré",,,,way
"Rue du Haut-Bois",,,,way
"Rue du Hazoir",,,,way
"Rue du Hierdau",,,,way
"Rue du Houx",,,,way
"Rue du Houyoux",,,,way
"Rue du Jasmin",,,,way
"Rue du Landoir",,,,way
"Rue du Lombard",,,,way
"Rue du Long-Sart",,,,way
"Rue du Mai",,,,way
"Rue du Marché",,,,way
"Rue du Marcotia",,,,way
"Rue du Maréchal",,,,way
"Rue du Mauvais Tri",,,,way
"Rue du Moinil",,,,way
"Rue du Moligna",,,,way
"Rue du Mont",,,,way
"Rue du Moulin",,,,way
"Rue du Moulin de Meuse",,,,way
"Rue du Moulin-Lavigne",,,,way
"Rue du Moulin-Somal",,,,way
"Rue du Muguet",,,,way
"Rue du Nouveau Monde",,,,way
"Rue du Pairibonnier",,,,way
"Rue du Paradis",,,,way
"Rue du Parc de Saint-Marc",,,,way
"Rue du Parc des Roches",,,,way
"Rue du Passage d'Eau",,,,way
"Rue du Pavillon",,,,way
"Rue du Paysage",,,,way
"Rue du Père Pire",,,,way
"Rue du Perseau",,,,way
"Rue du Petit Bois",,,,way
"Rue du Petit Draçon",,,,way
"Rue du Petit Tige",,,,way
"Rue du Petit-Babin",,,,way
"Rue du Petit-Clinchamp",,,,way
"Rue du Petit-Hus",,,,way
"Rue du Petit-Ry",,,,way
"Rue du Pied Noir",,,,way
"Rue du Piroy",,,,way
"Rue du Plateau",,,,way
"Rue du Plateau d'Hastedon",,,,way
"Rue du Pommier Sauvage",,,,way
"Rue du Poncia",,,,way
"Rue du Pont",,,,way
"Rue du Pont de Bois",,,,way
"Rue du Pont des Ardennes",,,,way
"Rue du Porson",,,,way
"Rue du Pré Collet",,,,way
"Rue du Pré-au-Loup",,,,way
"Rue du Premier Lanciers",,,,way
"Rue du Presbytère de Bouge",,,,way
"Rue du Président",,,,way
"Rue du Progrès",,,,way
"Rue du Puits",,,,way
"Rue du Quai",,,,way
"Rue du Quatrième Génie",,,,way
"Rue du Quinque",,,,way
"Rue du Ranimé",,,,way
"Rue du Raurais",,,,way
"Rue du Ravel",,,,way
"Rue du Réemploi",,,,way
"Rue du Repos",,,,way
"Rue du Réservoir",,,,way
"Rue du Rivage",,,,way
"Rue du Rond Chêne",,,,way
"Rue du Ruisseau",,,,way
"Rue du Sabotier",,,,way
"Rue du Sanctuaire",,,,way
"Rue du Sart-Hulet",,,,way
"Rue du Saucy",,,,way
"Rue du Saule",,,,way
"Rue du Séminaire",,,,way
"Rue du Sergent Benoît",,,,way
"Rue du Silex",,,,way
"Rue du Spinia",,,,way
"Rue du Suary",,,,way
"Rue du Sureau",,,,way
"Rue du Tan",,,,way
"Rue du Tivoli",,,,way
"Rue du Tombois",,,,way
"Rue du Tournoir",,,,way
"Rue du Travail",,,,way
"Rue du Trèfle",,,,way
"Rue du Treizième de Ligne",,,,way
"Rue du Tri au Baur",,,,way
"Rue du Triangle",,,,way
"Rue du Tronquoy",,,,way
"Rue du Trou du Loup",,,,way
"Rue du Try",,,,way
"Rue du Vallon",,,,way
"Rue du Viaduc",,,,way
"Rue du Vierly",,,,way
"Rue du Vieux Bon Dieu",,,,way
"Rue du Vieux Chêne",,,,way
"Rue du Vieux Fermier",,,,way
"Rue du Village",,,,way
"Rue du Vivier",,,,way
"Rue du Wisconsin",,,,way
"Rue du chalet",,,,way
"Rue et Place Saint-Calixte",,,,way
"Rue les Tiennes",,,,way
"Ruelle Brûlée",,,,way
"Ruelle Fay",,,,way
"Ruelle Jean-Pierre",,,,way
"Ruelle Lagasse",,,,way
"Ruelle Marique / GR 126",,,,way
"Ruelle Messieurs",,,,way
"Ruelle Mouchon",,,,way
"Ruelle Ninin",,,,way
"Ruelle Sana",,,,way
"Ruelle Tombu",,,,way
"Ruelle aux Loups",,,,way
"Ruelle de l'Enfer",,,,way
"Ruelle de la Fosse",,,,way
"Ruelle du Mont Ardoux",,,,way
"Ruelle du Secrétaire",,,,way
"Ruelle du Tir",,,,way
"Ry de Flandre",,,,way
"Sart des Bruaux",,,,way
"Sentier 105",,,,way
"Sentier 106",,,,way
"Sentier 58",,,,way
"Sentier 59",,,,way
"Sentier 66 selon décision de justice (octobre 2020)",,,,way
"Sentier Adenet le Roi",,,,way
"Sentier Atala",,,,way
"Sentier Chateaubriand",,,,way
"Sentier Fernan Nuñez",,,,way
"Sentier Jacques André Saintonge",,,,way
"Sentier Jean Lemaire des Belges",,,,way
"Sentier Saint-Simon",,,,way
"Sentier de Boufflers",,,,way
"Sentier de Géronsart",,,,way
"Sentier de Gueugnet - Sentier n°77",,,,way
"Sentier de Saint Hilaire - Sentier n°75",,,,way
"Sentier de Sainte Wivinne",,,,way
"Sentier de Spy - Sentier n°60",,,,way
"Sentier de Spy - Sentier n°74 (Entravé)",,,,way
"Sentier de l'Octroi",,,,way
"Sentier de la Bourgogne",,,,way
